iter,obj,vol,ud,rho_pen,mag
23,0.707411221857595,0.47826818664114207,0.019756130868914243,0.9956663352686236,0.18338484245149742
24,0.6869145320632841,0.47377313876407534,0.014852845104546738,0.9943109768400571,0.17110955487777163
25,1.44321357671599,0.4267903886700762,0.006374032704368602,0.9608189226394372,0.08696114521339714
26,0.690267294968393,0.46619314656551064,0.011838996876578564,0.9914507307625006,0.15521802220522815
27,0.680918393960102,0.47066757684108357,0.013483473826745782,0.9932690117561593,0.16448424852219137
28,2.7940914913705237,0.47543023694164416,0.006571032550248602,0.9851021519208807,0.1268432515099757
29,0.6941624831976897,0.47170720628623763,0.011906641658909405,0.9936853399568204,0.1597576740157941
30,0.675520128508044,0.471017478959014,0.012946940297067194,0.9934564347377559,0.16297612191349017
31,0.6484184710210585,0.4609252407223791,0.008899745742168844,0.989081917339833,0.13411452801449641
32,6.9325245573062855,0.4373271223862445,0.0066754160020717655,0.9558665008621859,0.07090511317871066
33,0.7457398425611319,0.45143985051935204,0.008755914499378754,0.9834101273617617,0.10866749178037755
34,0.6324810426758438,0.45813830997637467,0.008987448285760844,0.9877394322049168,0.12720590633926615
35,0.6131161735826931,0.4446840058580519,0.006692673092940718,0.9783862323504903,0.08260381903590144
36,1.534245917408736,0.44298601663949094,0.010983450475369732,0.9751990773717887,0.08959092109800107
37,0.5920156564291308,0.4443041307231353,0.007142993703769345,0.9783977069984489,0.08159739749234583
38,0.588010117170954,0.4434090102888995,0.0070735587482963595,0.9776798644801844,0.08112082178634189
39,0.5821068751617532,0.43947407388904675,0.006878328122569001,0.9746664765021624,0.08187429377430187
40,0.6172850851670443,0.44034343277590055,0.008197109771910875,0.9752764013367119,0.07443423190037228
41,0.5774951068198968,0.43963265568777216,0.007222108463928106,0.9747951799902475,0.07973677445710388
42,0.5747989369173057,0.4391915722872851,0.007038320894427798,0.9744162239873102,0.07793576851110372
43,0.5828748429299521,0.43603399331610104,0.006887341392899701,0.971890720020642,0.06777252390021359
44,0.5720600480055076,0.437927702466169,0.006978374660504939,0.9734045037044932,0.07441745787951039
45,0.5719650767048856,0.43699633405394406,0.006505091305626648,0.9726097070903357,0.07155445330755686
46,0.5801108483246835,0.43682777168162223,0.008943146299332887,0.9724877292322536,0.0709706270549871
47,0.5687013675104255,0.4369279541981878,0.0074286799869631,0.9725596099486784,0.07133295625835992
48,0.5678367800417812,0.4368935881445535,0.006962002964465027,0.9725295868413988,0.07115500647371123
49,0.5659244934071863,0.4362942886126318,0.0059263771932900385,0.9720284093852772,0.06904256019944253
50,0.5810127378690186,0.43553560701563665,0.007487835288277584,0.9714464235262099,0.0679985775498079
51,0.56434929620397,0.43609008161644275,0.006289393115217661,0.9718725056944426,0.06875324010070416
52,0.563596475504763,0.43598219191930965,0.006024788208976629,0.9717841388272644,0.06850887081732017
53,0.5604918111778652,0.4347237566340385,0.005590158966834164,0.9707498537615725,0.06552746956933923
54,1.132093155483765,0.42592071693872047,0.006526862241081987,0.9622378984418162,0.054886046595156716
55,0.5857676556170738,0.43371189715796293,0.005258460613787147,0.9699072974932366,0.06360023387903295
56,0.559299570332725,0.4345529930379479,0.005529332155268556,0.9706100483128368,0.0651754493172149
57,0.5582930917654435,0.4343394209763517,0.005258707260853574,0.970426897659472,0.06463573571276392
58,0.5541758862923566,0.43177246905681604,0.005408301567887781,0.968209696735652,0.05961924031474735
59,0.5951731097980744,0.4293066435854021,0.00449244171962861,0.9658698865749168,0.056452801232469055
60,0.5513652656112349,0.4312711563200128,0.004826889031367011,0.9677446957177117,0.05893453724950067
