iter,obj,vol,ud,rho_pen,mag
31,0.20532096584702045,0.18678190188494234,0.0003697319246490602,0.39246423756782534,0.006605615864194577
32,0.2005109049917968,0.18054631642048236,0.00041069685879081667,0.3811857572902921,0.002028117674751801
33,0.19797580284588126,0.17982142344657945,0.0005404324468465158,0.3735401362679694,0.0006961042412542333
34,0.20183770720988586,0.1764316611872934,0.005371310587141326,0.3684610990266598,0.00033318275025800195
35,0.19114666337330857,0.17848561488864537,0.002701732323618035,0.37156494598731277,0.000513722377153157
36,0.18966020744138712,0.1780416063164217,0.0017928053927922575,0.3703712979975805,0.0004918303487495767
37,0.18179816904577065,0.17299782432723085,0.00026552428045932097,0.35691951778390907,0.0004326247368835712
38,0.22724570674163802,0.1670809273621085,0.00042606591520764,0.34560259300074325,0.027820992006884596
39,0.17801153868833,0.16947644009890434,0.00029169666607195284,0.3484156849297717,0.0004803424285678734
40,0.3114730257860905,0.17707001082853202,5.487038980205292e-05,0.34219426381905166,0.005517718687512491
41,0.17802730472340142,0.17007591516900872,0.00018625993417662254,0.3465780471644021,0.0002870062154343848
42,0.17676582170604382,0.1694763688197984,0.00023972198222757714,0.34707161549093557,0.00023297534009514143
43,0.17560390849781204,0.16903343033677556,0.00021534911188712602,0.3446740221755027,0.00021824522025540506
44,0.49449391369672807,0.18840606516016292,0.00033613413190116195,0.32370014766760624,0.05288489759317822
45,0.18436301976068228,0.173417771185257,0.00033801792390240334,0.34047003099502593,0.001500733925763775
46,0.1744979099052046,0.17003986686641062,0.00024591086934597304,0.3437623887329541,8.099766945101396e-05
47,0.17193666157198997,0.16743369539343242,0.00025163530284382846,0.3380333912893389,8.543978575484978e-05
48,0.49669164524382625,0.1927873762140275,0.0018017801656901391,0.2932415312000422,0.009967776880045232
49,0.20539455489266958,0.17732013329237303,0.0008810546646711775,0.32788990525461487,0.001352342901836025
50,0.17103344673530177,0.16909870198459834,0.00030516639596090827,0.33697587897550574,0.0001024932709212839
51,0.17064187923052895,0.16843585480923798,0.0003065095306094231,0.33661460194768905,9.474796095897634e-05
52,0.16872075181904814,0.1681780129227888,0.0001918575893333949,0.330635959351253,0.00024809377313227664
53,0.4489099897441652,0.12005734013470436,0.006325975498679827,0.2765337939993005,0.006127767335126781
54,0.21554583192924914,0.15047356019206878,0.00155954468611657,0.32155060809457287,0.0008146336762481357
55,0.1677501324792543,0.16543207932967435,0.00035683957019102896,0.3302358012941879,0.00015935844306098134
56,0.16706560759561317,0.16606202024923242,0.0002480667676396004,0.3291285049800323,0.00021037130916860009
57,0.16295202096538405,0.16160792304765897,0.0002582396974645089,0.32012610370210687,0.00034012219600090045
58,0.23657957279380698,0.17203145297258232,0.0001484674127013103,0.28920060176794254,0.0014357187216568145
59,0.15995258215489183,0.1611961962747302,0.00016067635333740608,0.3068657123995133,0.0005663150553222853
60,0.1684937618375435,0.15163443290471712,0.0014700210684597554,0.3045270427430977,0.0002593329124348004
61,0.15618156087125745,0.1577728635402397,0.0005397875172125262,0.30599904689510643,0.0004072606507731915
62,0.1554413870382033,0.15755997610286326,0.00038546411454692855,0.3047039453500177,0.00040155133439874355
63,0.1537339519478088,0.15675325001773743,0.00039237884316744247,0.30175239258000797,0.00032389083653826375
64,0.1608649642555074,0.16372451820706646,0.00047108953764426895,0.2888166167763732,0.0007731740957608978
65,0.15366497827314518,0.1584406595884981,0.00034908330076579983,0.29926805482974167,0.00041459538184627294
66,0.1574267342066297,0.15419337073422992,0.0007766075823335663,0.3008559562351994,0.000258779924599562
67,0.1526836863561395,0.15718596727427908,0.00047420827753571777,0.2998778376911082,0.0003504974906694533
68,0.1513419007229241,0.15800980206897328,0.0005074505283389965,0.2968846744405744,0.0004345577599056041
69,0.41775090027692363,0.1307008716277612,0.006744542550230229,0.28787317146614694,0.001869789028498109
70,0.16915879394413424,0.15119159945956193,0.0013421754240778977,0.2972616498935941,0.0002915387626111118
71,0.15108695558517313,0.15715253514781227,0.0005730405971773703,0.2970203782256463,0.0003960486850263583
72,0.15078840927901827,0.15776344478224394,0.000508506971213232,0.29622117613071997,0.00044162595002949974
73,0.1509531201820911,0.1557399299732666,0.0007614643836877802,0.2936721193519564,0.0004219537955067716
74,0.15015832504869958,0.1569176106427725,0.0006118491621473876,0.2950557737252345,0.00043738183084336907
75,0.21865925887200907,0.16620695242926856,0.00016215928342997612,0.2808123017815853,0.0007635972209365471
76,0.15370882382982862,0.16016441641913495,0.0003984634289901515,0.2902686602363839,0.0006666519181440393
77,0.1496409348692314,0.15784793538002562,0.0005603567346753503,0.293819365264993,0.0005069891147249888
78,0.1484677602774958,0.15564339574353891,0.000699339204505379,0.29093679920686705,0.00043141385442050983
79,0.1511995767636673,0.15887252567856477,0.00045238946692001256,0.28726760704004045,0.00047473002124642186
80,0.14742620119006464,0.15716534077620722,0.0006248341361386262,0.2892943144451279,0.0004966010948315801
81,0.14716091400970352,0.156829032203152,0.0006433375948054114,0.28902122570649935,0.0004841670434757056
82,0.14526349381518244,0.15496565193771394,0.0006896917860547345,0.28535477100754814,0.00036699533443112467
83,0.14601012487846093,0.15323385438812415,0.00033456342320827324,0.26848062092788705,0.000291526748735167
84,0.14336782508500445,0.1544597015203603,0.0005489428271035126,0.27715394350181594,0.0003065215755936102
85,0.2734080496737138,0.1311347450083113,0.0014780968392302586,0.27592527967504343,0.0014230408691224851
86,0.14445849623515394,0.14977637966804938,0.0006740097920173803,0.2806516910478302,0.00018464204443633124
87,0.14216426975394672,0.1526266008949793,0.0005963067815851165,0.2787729027893139,0.00023011572978212687
88,0.1397971482308388,0.151497134563363,0.0006076000822565953,0.2741067184596944,0.00033525260184266855
89,0.1343704560569175,0.1443240134536703,0.0007487099964742888,0.25803278067570057,0.0003116041318954544
90,0.4510218893570234,0.15308764596162763,0.001007769708795293,0.2558372466245256,0.10124572784605283
91,0.17445051009482426,0.14770591691527635,0.0004260707449942997,0.2567557659451925,0.011812127424196857
92,0.13158782401068922,0.14492291169617033,0.0006341235049826554,0.2574611652239134,0.00031392162530774937
93,0.139239683837202,0.14441720556256596,0.0006139891865198519,0.2551407596331139,0.008701987956285778
94,0.13107993078226698,0.14465801854150354,0.0006057591338306227,0.256705625501602,0.00021994716268615837
95,0.1308769534949501,0.14454791344325577,0.0006171278013839719,0.2563713464991317,0.00016961442047245482
96,0.13068475239710334,0.14449495277021746,0.0005754435000086193,0.2562010272999393,0.00010048338160972045
97,0.1301501117755857,0.14421907745540816,0.0005522526746714818,0.25495248148665944,0.0001588169950872971
98,0.14695842444528603,0.140815529681311,0.0010867500906233396,0.2501630277314971,0.008034004900839737
99,0.12974757130469197,0.14324595549594202,0.0006052725224626648,0.25329756585457025,0.000325517592497122
100,0.12944977235129984,0.1432645945603598,0.0004957502064692188,0.2522774149879065,0.00045389289127129506
